State Name,Division Name,SchemeId,Scheme Name,Estimated cost (in lakhs) as per work order,Sanction Year,SLSSC/ DWSSM meeting date (dd/mm/yyyy),Work order date (dd/mm/yyyy),Physical completion date,Tentative completion date,Derived estimated cost  (in lakhs),Total_inadmissible_cost  (in lakhs),Derived estimated cost after removing inadmisible cost loaded on JJM  (in lakhs),Total expenditure (in lakhs),Total central expenditure (in lakhs),Total expenditure (in lakhs) on or after 2019-20,Total central expenditure (in lakhs) on or after 2019-20,Status Of Completion,Category,Village Scheme Type,FHTCS planned,FHTCS provided,Source of Scheme,Un-verified status,Main Schemes Funded From,Type of scheme,In-village infrastructure cost (in lakhs) (After financial authentication),Central share cost (in lakhs) (After financial authentication),Community contribution (in lakhs) (After financial authentication),Physical completion progress (In percentage),Physical Work Status,Last FHTC reported Month,Last FHTC reported Year,Last Expenditure reported Month,Last Expenditure reported Year,Updated On
madhya pradesh,e.e. phed divivsion bhopal,30100721.0,khejra ghat  svs,47.47,2021-2022,23-08-2021,16-09-2022,not provided,30-09-2025,47.47,0.0,47.47,42.72202,21.361,42.72202,21.361,ongoing,new pws scheme,svs,182.0,138.0,ground water based,not specified,jjm-pws,pws schemes,47.47,21.361,4.747,40.0,ongoing but physically not completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,rewa (e&m) division,8374651.0,lalwari pwss (mech ),16.04,2020-2021,02-03-2021,11-06-2021,not provided,30-09-2024,16.04,0.0,16.04,15.48094,7.74047,15.48094,7.74047,ongoing,new pws scheme,svs,5.0,14.0,ground water based,not specified,jjm-pws,pws schemes,16.04,7.218,1.604,25.0,ongoing but physically not completed,not provided,2023.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division satna,8325288.0,"578 (school ,block  sohawal )",39.44,2021-2022,02-02-2021,25-06-2021,not provided,31-10-2023,39.44,0.0,39.44,13.15528,6.57764,13.15528,6.57764,ongoing,new pws scheme,mvs,13.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,19.72,0.0,24.0,ongoing but physically not completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division dindori,8339008.0,beeja (school)/aganwadi,3.87,2020-2021,24-11-2020,19-04-2021,not provided,31-10-2024,3.87,0.0,3.87,2.87,1.57323,2.87,1.57323,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.935,0.0,20.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division katni,30235351.0,gada pwss scheme,37.91,2022-2023,27-01-2023,29-08-2023,not provided,31-05-2025,37.91,0.0,37.91,9.97842,2.2871,9.97842,2.2871,ongoing,new pws scheme,svs,108.0,0.0,ground water based,not specified,jjm-pws,pws schemes,37.91,17.059,3.791,0.0,ongoing but physically not completed,not provided,not specified,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division chhatarpur,30252128.0,banyani svs,27.22,2020-2021,08-12-2020,11-11-2021,not provided,30-06-2025,27.22,0.0,27.22,2.82487,1.41243,2.82487,1.41243,ongoing,new pws scheme,svs,102.0,0.0,ground water based,not specified,jjm-pws,pws schemes,27.22,12.249,2.722,0.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division bhind,30020092.0,block roun aganwadi 933,39.76,2021-2022,05-07-2021,15-09-2021,not provided,30-06-2025,39.76,0.0,39.76,34.6975,18.29875,34.6975,18.29875,ongoing,new pws scheme,mvs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,19.88,0.0,75.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division agar,8306954.0,anganwadi ms.school ps school h.s school bhesoda,5.3,2020-2021,01-01-2021,19-04-2021,13-09-2023,30-09-2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,financially completed,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,2.65,0.0,100.0,physically completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division alirajpur,7757163.0,ambadaberi pwss (odf),123.12,2017-2018,04-06-2017,01-11-2017,31-03-2020,31-03-2020,73.42788,0.0,73.42788,138.12944,8.60156,73.42788,0.0,financially completed,new pws scheme,mvs,363.0,131.0,ground water based,not specified,nrdwp,ongoing and not taken for retrofit & augmentation (nrdwp schemes where expenditure booked since launch of jjm),0.0,0.0,0.0,98.0,physically completed,not provided,2020.0,not provided,2019.0,23-04-2025
madhya pradesh,e.e. phed division dindori,8340064.0,orai mal school/ anganwadi,6.21,2020-2021,24-11-2020,10-03-2021,not provided,31-12-2024,6.21,0.0,6.21,4.84739,3.08025,4.84739,3.08025,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,3.105,0.0,65.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division parasia,30247021.0,palatwada school anganwadi jjm scheme,1.43,2020-2021,06-01-2021,17-03-2023,not provided,31-12-2025,1.43,0.0,1.43,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.715,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division morena,8343310.0,aa 63 date 18.01.2021 anganwadi ambah,45.0,2021-2022,21-12-2020,28-05-2021,not provided,30-09-2022,45.0,0.0,45.0,35.34346,9.30974,35.34346,9.30974,ongoing,new pws scheme,mvs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,22.5,0.0,2.0,ongoing but physically not completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division dewas,30236072.0,sumrakheda pwss 2022,69.6,2022-2023,05-09-2022,14-06-2023,not provided,31-03-2025,69.6,0.0,69.6,49.09591,17.04816,49.09591,17.04816,ongoing,new pws scheme,svs,161.0,146.0,ground water based,not specified,jjm-pws,pws schemes,69.6,31.32,6.96,20.0,ongoing but physically not completed,not provided,2025.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division datia,8391517.0,deora  68 new scheme,52.72,2021-2022,08-07-2021,25-07-2021,not provided,20-03-2026,52.72,0.0,52.72,29.66836,8.7508,29.66836,8.7508,ongoing,new pws scheme,svs,118.0,58.0,ground water based,not specified,jjm-pws,pws schemes,52.72,23.724,5.272,0.0,ongoing but physically not completed,not provided,2023.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division sidhi,30014023.0,hardiha pawai pwss,54.2,2021-2022,08-03-2021,17-09-2021,20-03-2024,31-12-2025,54.2,0.0,54.2,30.05086,9.81189,30.05086,9.81189,ongoing,retrofit/ augmentation,svs,108.0,74.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,54.2,24.39,5.42,100.0,physically completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30248953.0,sarngbihari_an,2.4,2020-2021,27-01-2021,06-09-2022,15-10-2024,31-10-2024,2.4,0.0,2.4,2.4,1.2,2.4,1.2,financially completed,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.2,0.0,100.0,physically completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division shivpuri,8357376.0,silanagar pwss(retrofitting),82.56,2021-2022,19-08-2021,13-10-2022,not provided,31-12-2025,82.56,0.0,82.56,23.88386,6.64998,23.88386,6.64998,ongoing,retrofit/ augmentation,svs,220.0,182.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,82.56,37.152,8.256,0.0,ongoing but physically not completed,not provided,2022.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division mandsour,8381524.0,malyakhedi school scheme,2.65,2021-2022,19-07-2021,07-09-2021,30-04-2022,31-03-2023,2.65,0.0,2.65,2.65,1.325,2.65,1.325,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.325,0.0,100.0,physically completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division sheopur,8326980.0,gohta a,2.025,2021-2022,22-02-2021,05-05-2021,not provided,30-06-2023,2.025,0.0,2.025,2.025,1.0125,2.025,1.0125,ongoing,new pws scheme,svs,0.0,18.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.012,0.0,0.0,ongoing but physically not completed,not provided,2023.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division dewas,8377193.0,sonkatch group 1 school anganwadi,48.4,2020-2021,25-01-2021,25-01-2021,not provided,31-12-2024,48.4,0.0,48.4,41.33226,24.2,41.33226,24.2,ongoing,new pws scheme,mvs,2.0,19.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,24.2,0.0,85.0,ongoing but physically not completed,not provided,2022.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division katni,30234870.0,lalpur pwss scheme,68.66,2022-2023,27-01-2023,30-06-2023,not provided,31-03-2025,68.66,0.0,68.66,20.24716,9.88997,20.24716,9.88997,ongoing,new pws scheme,svs,225.0,168.0,ground water based,not specified,jjm-pws,pws schemes,68.66,30.897,6.866,50.0,ongoing but physically not completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,rewa (e&m) division,8372785.0,amallakpur pwss (mech ),14.5,2020-2021,18-01-2021,06-04-2021,not provided,31-12-2024,14.5,0.0,14.5,9.20049,4.60024,9.20049,4.60024,ongoing,new pws scheme,svs,18.0,32.0,ground water based,not specified,jjm-pws,pws schemes,14.5,6.525,1.45,25.0,ongoing but physically not completed,not provided,2024.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division khandwa,8127650.0,machhondi pwss,35.65,2020-2021,03-09-2020,25-11-2020,23-08-2024,16-04-2025,35.65,0.0,35.65,28.83521,12.72112,28.83521,12.72112,ongoing,new pws scheme,svs,71.0,142.0,ground water based,not specified,jjm-pws,pws schemes,35.65,16.043,3.565,100.0,physically completed,not provided,2023.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division gwalior,30222347.0,kosa new jjm pwss,65.69,2022-2023,19-09-2022,29-09-2023,not provided,30-06-2025,65.69,0.0,65.69,8.19878,4.09939,8.19878,4.09939,ongoing,new pws scheme,svs,163.0,1.0,ground water based,not specified,jjm-pws,pws schemes,65.69,29.56,6.569,20.0,ongoing but physically not completed,not provided,2024.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division tikamgarh,30158440.0,retrofitting vikrampura,33.95,2020-2021,25-07-2020,17-11-2022,not provided,30-05-2025,33.95,0.0,33.95,31.01182,16.12625,31.01182,16.12625,ongoing,retrofit/ augmentation,svs,77.0,53.0,ground water based,not specified,state and others,state & other completed and subsumed for retrofit & augmentation,33.95,15.278,3.395,35.0,ongoing but physically not completed,not provided,2023.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion rajgarh,30070746.0,madora jjm pwss,31.77,2022-2023,31-12-2021,13-01-2023,not provided,31-07-2025,31.77,0.0,31.77,24.10838,12.05419,24.10838,12.05419,ongoing,new pws scheme,svs,66.0,45.0,ground water based,not specified,jjm-pws,pws schemes,31.77,14.296,3.177,80.0,ongoing but physically not completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,7929740.0,rawanwada jargal,20.4,2019-2020,24-05-2019,11-06-2019,not provided,10-12-2019,20.4,0.0,20.4,4.13435,0.0,4.13435,0.0,ongoing,new pws scheme,svs,30.0,0.0,ground water based,not specified,jjm-pws,pws schemes,20.4,9.18,2.04,45.0,ongoing but physically not completed,not provided,not specified,not provided,2019.0,23-04-2025
madhya pradesh,e.e. phed division sheopur,8377050.0,water supply scheme in school a 835,49.755,2021-2022,10-06-2021,19-08-2021,not provided,31-12-2023,49.755,0.0,49.755,45.7517,24.0,45.7517,24.0,ongoing,new pws scheme,mvs,0.0,97.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,24.878,0.0,25.0,ongoing but physically not completed,not provided,2023.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division bhind,8386937.0,block mehgaon school jjm 1115,48.72,2021-2022,08-09-2021,09-09-2021,not provided,30-06-2025,48.72,0.0,48.72,26.0,16.0,26.0,16.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,24.36,0.0,50.0,ongoing but physically not completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division anuppur,30050989.0,venkat nagar retrofitting ,98.32,2021-2022,19-08-2021,23-03-2022,not provided,31-03-2024,98.32,0.0,98.32,83.18504,41.5941,83.18504,41.5941,ongoing,retrofit/ augmentation,svs,209.0,104.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,98.32,44.244,9.832,70.0,ongoing but physically not completed,not provided,2023.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division anuppur,30218677.0,barha tola pwss,99.81,2022-2023,28-12-2022,05-06-2023,14-07-2024,31-07-2025,99.81,0.0,99.81,91.6921,44.915,91.6921,44.915,ongoing,new pws scheme,svs,252.0,186.0,ground water based,not specified,jjm-pws,pws schemes,99.81,44.915,9.981,100.0,physically completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division narsinghpur,8357107.0,w.s.in rural school vide aa 275,39.96,2020-2021,29-01-2021,15-04-2021,not provided,31-01-2025,39.96,0.0,39.96,35.03247,12.05992,35.03247,12.05992,ongoing,new pws scheme,mvs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,19.98,0.0,30.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division seoni,30236788.0,bhadtendni mal pwss,34.81,2023-2024,20-04-2023,28-08-2023,not provided,30-04-2025,34.81,0.0,34.81,32.96522,9.87281,32.96522,9.87281,ongoing,new pws scheme,svs,75.0,55.0,ground water based,not specified,jjm-pws,pws schemes,34.81,15.665,3.481,0.0,ongoing but physically not completed,not provided,2025.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed divivsion raisen,7751043.0,kheri talluka choauka pwss (odf),74.3,2017-2018,24-08-2016,01-07-2017,30-06-2021,30-09-2021,40.0,0.0,40.0,60.49762,36.145,40.0,30.0,ongoing,new pws scheme,svs,173.0,162.0,ground water based,not specified,nrdwp,ongoing and not taken for retrofit & augmentation (nrdwp schemes where expenditure booked since launch of jjm),0.0,0.0,0.0,100.0,physically completed,not provided,2020.0,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed division parasia,30247548.0,ps toldhana school anganwadi jjm scheme,4.11,2020-2021,06-01-2021,11-04-2023,11-11-2024,30-11-2024,4.11,0.0,4.11,4.11,2.055,4.11,2.055,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,2.055,0.0,100.0,physically completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division khargone,7752626.0,sinkhedi	 pwss (odf),142.3,2017-2018,16-01-2018,16-03-2018,31-12-2018,31-03-2020,56.40578,0.0,56.40578,115.77874,57.63937,56.40578,28.20289,financially completed,new pws scheme,svs,550.0,404.0,ground water based,not specified,nrdwp,ongoing and not taken for retrofit & augmentation (nrdwp schemes where expenditure booked since launch of jjm),0.0,0.0,0.0,100.0,physically completed,not provided,2020.0,not provided,2020.0,23-04-2025
madhya pradesh,e.e. phed divivsion rajgarh,8015499.0,nunyahedi retrofitting pwss scheme,49.86,2020-2021,01-01-2020,08-07-2020,not provided,31-01-2024,49.86,0.0,49.86,20.21261,14.23158,20.21261,14.23158,ongoing,retrofit/ augmentation,svs,2.0,0.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,49.86,22.437,4.986,25.0,ongoing but physically not completed,not provided,not specified,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed division dindori,8238665.0,banki retrofit (pwss),70.16,2020-2021,28-09-2020,07-01-2021,14-02-2024,20-11-2024,70.16,0.0,70.16,52.00366,46.01984,52.00366,46.01984,ongoing,retrofit/ augmentation,svs,6.0,242.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,70.16,31.572,7.016,100.0,physically completed,not provided,2023.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division bhind,30122937.0,saypura no 2 new jjm pwss,52.08,2022-2023,27-07-2022,02-12-2022,24-11-2024,30-06-2025,52.08,0.0,52.08,45.97061,22.9853,45.97061,22.9853,ongoing,new pws scheme,svs,193.0,133.0,ground water based,not specified,jjm-pws,pws schemes,52.08,23.436,5.208,100.0,physically completed,not provided,2023.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion rajgarh,8377296.0,babalda  middle  school,1.53,2021-2022,31-03-2021,06-04-2021,not provided,31-03-2022,1.53,0.0,1.53,0.76987,0.38493,0.76987,0.38493,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.765,0.0,25.0,ongoing but physically not completed,not provided,not specified,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed division katni,30235434.0,mahgawan pwss scheme,44.52,2022-2023,27-01-2023,16-08-2023,not provided,30-06-2025,44.52,0.0,44.52,2.50093,0.0,2.50093,0.0,ongoing,new pws scheme,svs,110.0,0.0,ground water based,not specified,jjm-pws,pws schemes,44.52,20.034,4.452,0.0,ongoing but physically not completed,not provided,not specified,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division katni,7752131.0,nigahra (odf) pwss,122.44,2017-2018,01-04-2017,22-06-2017,31-07-2020,31-03-2021,119.64,0.0,119.64,122.43,59.82,119.64,59.82,financially completed,new pws scheme,svs,50.0,427.0,ground water based,not specified,nrdwp,ongoing and not taken for retrofit & augmentation (nrdwp schemes where expenditure booked since launch of jjm),0.0,0.0,0.0,100.0,physically completed,not provided,2024.0,not provided,2020.0,23-04-2025
madhya pradesh,e.e. phed division khandwa,30046704.0,boribandri pwss,60.36,2022-2023,24-12-2021,30-04-2022,not provided,27-05-2025,60.36,0.0,60.36,44.93746,22.46874,44.93746,22.46874,ongoing,new pws scheme,svs,218.0,223.0,ground water based,not specified,jjm-pws,pws schemes,60.36,28.671,3.018,40.0,ongoing but physically not completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion rajgarh,8367721.0,bilodiya purviya anganwadi,1.53,2021-2022,31-03-2021,06-04-2021,not provided,31-03-2022,1.53,0.0,1.53,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.765,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division guna,8226041.0,gaader retrofitting scheme,16.63,2020-2021,01-09-2020,25-01-2021,18-05-2023,30-04-2025,16.63,0.0,16.63,12.28959,6.10049,12.28959,6.10049,ongoing,retrofit/ augmentation,svs,80.0,55.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,16.63,7.483,1.663,100.0,physically completed,not provided,2023.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division balaghat,30219092.0,gusaitola pwss,10.42,2022-2023,30-12-2022,11-09-2023,not provided,30-06-2025,10.42,0.0,10.42,10.42,4.59202,10.42,4.59202,ongoing,new pws scheme,svs,24.0,17.0,ground water based,not specified,jjm-pws,pws schemes,10.42,4.689,1.042,0.0,ongoing but physically not completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division satna,8127109.0,jhali,111.86,2020-2021,30-07-2020,25-11-2020,21-06-2023,30-06-2024,111.86,0.0,111.86,96.05213,48.02607,96.05213,48.02607,ongoing,retrofit/ augmentation,svs,565.0,320.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,111.86,50.337,11.186,100.0,physically completed,not provided,2022.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30238471.0,parasia betul_an,1.5,2022-2023,02-03-2023,06-06-2023,not provided,31-08-2023,1.5,0.0,1.5,1.5,0.75,1.5,0.75,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.75,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30238382.0,kacharia_an1,1.5,2020-2021,07-11-2020,10-05-2022,not provided,31-12-2024,1.5,0.0,1.5,1.5,0.75,1.5,0.75,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.75,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division dewas,30043512.0,panda pwss 2021,104.85,2021-2022,24-09-2021,30-03-2022,08-05-2024,30-05-2025,104.85,0.0,104.85,101.52089,47.16045,101.52089,47.16045,ongoing,new pws scheme,svs,250.0,242.0,ground water based,not specified,jjm-pws,pws schemes,104.85,47.182,10.485,100.0,physically completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division sheopur,8321195.0,bukhari anganwadi,0.91,2020-2021,22-02-2021,18-03-2021,not provided,30-06-2021,0.91,0.0,0.91,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.455,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division katni,8323903.0,school aganwadi bahoriband 1112,39.156,2021-2022,31-03-2021,02-06-2021,not provided,31-12-2024,39.156,0.0,39.156,18.07868,9.02808,18.07868,9.02808,ongoing,new pws scheme,mvs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,39.156,17.62,3.916,8.0,ongoing but physically not completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division khandwa,30234532.0,water supply in school & anganwadi in village mohad (aa.no. 414 dt. 03/12/2021),8.371,2020-2021,08-09-2020,25-12-2021,19-06-2024,30-06-2024,8.371,0.0,8.371,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,5.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,4.186,0.0,100.0,physically completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division dewas,30236765.0,aunt pwss 2022,80.2,2022-2023,01-03-2023,25-07-2023,11-06-2024,31-03-2025,80.2,0.0,80.2,67.85979,33.93123,67.85979,33.93123,ongoing,new pws scheme,svs,138.0,103.0,ground water based,not specified,jjm-pws,pws schemes,80.2,36.09,8.02,100.0,physically completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division balaghat,8178708.0,gopalpur retro pwss,35.0,2020-2021,23-07-2020,07-01-2021,29-05-2024,31-03-2026,35.0,0.0,35.0,35.0,12.74006,35.0,12.74006,ongoing,retrofit/ augmentation,mvs,301.0,256.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,35.0,15.75,3.5,100.0,physically completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion hoshangabad,30150940.0,new pwss raipura,43.4,2022-2023,19-04-2022,15-05-2023,not provided,31-12-2025,43.4,0.0,43.4,26.09104,13.04552,26.09104,13.04552,ongoing,new pws scheme,svs,156.0,62.0,ground water based,not specified,jjm-pws,pws schemes,43.4,19.53,4.34,90.0,ongoing but physically not completed,not provided,2025.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed divivsion rajgarh,8372424.0,badodiya talab aaganbadi 2,1.53,2021-2022,31-03-2021,06-04-2021,01-06-2023,15-06-2023,1.53,0.0,1.53,1.53,0.765,1.53,0.765,financially completed,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.765,0.0,100.0,physically completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30249165.0,machaghora_an.,1.5,2020-2021,20-01-2021,23-11-2022,not provided,not provided,1.5,0.0,1.5,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.75,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed divivsion hoshangabad,30206074.0,new pwss bankabedi,75.75,2021-2022,05-10-2021,06-02-2023,not provided,31-12-2024,75.75,0.0,75.75,8.34816,4.17408,8.34816,4.17408,ongoing,new pws scheme,svs,265.0,0.0,ground water based,not specified,jjm-pws,pws schemes,75.75,34.087,7.575,0.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
